t,x,y,vx,vy,pitch,roll,engine_out
798.60,15972.00,18.93,20.00,-0.62,0.0300,0.0391,0
798.80,15976.00,18.64,20.00,-0.81,0.0323,0.0387,0
799.00,15980.00,18.33,20.00,-0.99,0.0308,0.0411,0
799.20,15984.00,17.99,20.00,-1.16,0.0276,0.0355,0
799.40,15988.00,17.64,20.00,-1.32,0.0233,0.0531,0
799.60,15992.00,17.26,20.00,-1.46,0.0274,0.0432,0
799.80,15996.00,16.87,20.00,-1.59,0.0220,0.0511,0
800.00,16000.00,16.46,20.00,-1.70,0.0158,0.0538,0
800.20,16004.00,16.05,20.00,-1.80,0.0148,0.0543,0
800.40,16008.00,15.64,20.00,-1.88,0.0124,0.0390,0
800.60,16012.00,15.22,20.00,-1.94,0.0130,0.0528,0
800.80,16016.00,14.81,20.00,-1.98,0.0032,0.0415,0
801.00,16020.00,14.41,20.00,-2.00,0.0047,0.0476,0
801.20,16024.00,14.01,20.00,-2.00,-0.0050,0.0543,0
801.40,16028.00,13.64,20.00,-1.98,-0.0018,0.0563,0
801.60,16032.00,13.28,20.00,-1.94,-0.0117,0.0562,0
801.80,16036.00,12.95,20.00,-1.88,-0.0162,0.0436,0
802.00,16040.00,12.64,20.00,-1.80,-0.0193,0.0422,0
802.20,16044.00,12.37,20.00,-1.71,-0.0170,0.0404,0
802.40,16048.00,12.12,20.00,-1.60,-0.0251,0.0546,0
802.60,16052.00,11.92,20.00,-1.47,-0.0229,0.0479,0
802.80,16056.00,11.75,20.00,-1.32,-0.0239,0.0509,0
803.00,16060.00,11.62,20.00,-1.17,-0.0285,0.0380,0
803.20,16064.00,11.54,20.00,-1.00,-0.0318,0.0458,0
803.40,16068.00,11.50,20.00,-0.82,-0.0308,0.0368,0
803.60,16072.00,11.50,20.00,-0.64,-0.0338,0.0367,0
803.80,16076.00,11.55,20.00,-0.44,-0.0270,0.0392,0
804.00,16080.00,11.64,20.00,-0.25,-0.0344,0.0392,0
804.20,16084.00,11.78,20.00,-0.05,-0.0279,0.0328,0
804.40,16088.00,11.97,20.00,0.15,-0.0267,0.0217,0
804.60,16092.00,12.19,20.00,0.35,-0.0215,0.0336,0
804.80,16096.00,12.46,20.00,0.55,-0.0211,0.0144,0
805.00,16100.00,12.77,20.00,0.73,-0.0241,0.0284,0
805.20,16104.00,13.12,20.00,0.92,-0.0164,0.0257,0
805.40,16108.00,13.50,20.00,1.09,-0.0137,0.0130,0
805.60,16112.00,13.91,20.00,1.25,-0.0113,0.0077,0
805.80,16116.00,14.35,20.00,1.40,-0.0049,0.0150,0
806.00,16120.00,14.82,20.00,1.54,-0.0074,-0.0021,0
806.20,16124.00,15.30,20.00,1.66,0.0003,0.0021,0
806.40,16128.00,15.81,20.00,1.76,0.0001,0.0048,0
806.60,16132.00,16.32,20.00,1.85,0.0008,-0.0069,0
806.80,16136.00,16.84,20.00,1.91,0.0077,-0.0153,0
807.00,16140.00,17.37,20.00,1.96,0.0091,-0.0035,0
807.20,16144.00,17.89,20.00,1.99,0.0132,-0.0196,0
807.40,16148.00,18.40,20.00,2.00,0.0184,-0.0064,0
807.60,16152.00,18.91,20.00,1.99,0.0199,-0.0086,0
807.80,16156.00,19.39,20.00,1.96,0.0265,-0.0167,0
808.00,16160.00,19.86,20.00,1.91,0.0207,-0.0185,0
808.20,16164.00,20.30,20.00,1.84,0.0248,-0.0324,0
808.40,16168.00,20.71,20.00,1.75,0.0287,-0.0198,0
808.60,16172.00,21.09,20.00,1.64,0.0316,-0.0400,0
808.80,16176.00,21.43,20.00,1.52,0.0294,-0.0436,0
809.00,16180.00,21.74,20.00,1.39,0.0286,-0.0339,0
809.20,16184.00,21.99,20.00,1.23,0.0278,-0.0300,0
809.40,16188.00,22.21,20.00,1.07,0.0260,-0.0357,0
809.60,16192.00,22.37,20.00,0.90,0.0237,-0.0485,0
809.80,16196.00,22.48,20.00,0.71,0.0312,-0.0494,0
810.00,16200.00,22.54,20.00,0.52,0.0229,-0.0540,0
810.20,16204.00,22.55,20.00,0.33,0.0223,-0.0465,0
810.40,16208.00,22.51,20.00,0.13,0.0156,-0.0545,0
810.60,16212.00,22.42,20.00,-0.07,0.0137,-0.0385,0
810.80,16216.00,22.27,20.00,-0.27,0.0182,-0.0495,0
811.00,16220.00,22.07,20.00,-0.46,0.0062,-0.0453,0
811.20,16224.00,21.82,20.00,-0.66,0.0105,-0.0452,0
811.40,16228.00,21.52,20.00,-0.84,-0.0007,-0.0553,0
811.60,16232.00,21.18,20.00,-1.02,-0.0032,-0.0580,0
811.80,16236.00,20.79,20.00,-1.19,-0.0045,-0.0455,0
812.00,16240.00,20.37,20.00,-1.34,-0.0034,-0.0594,0
812.20,16244.00,19.91,20.00,-1.48,-0.0159,-0.0584,0
812.40,16248.00,19.42,20.00,-1.61,-0.0186,-0.0448,0
812.60,16252.00,18.90,20.00,-1.72,-0.0133,-0.0482,0
812.80,16256.00,18.35,20.00,-1.81,-0.0156,-0.0447,0
813.00,16260.00,17.79,20.00,-1.89,-0.0238,-0.0509,0
813.20,16264.00,17.21,20.00,-1.94,-0.0263,-0.0444,0
813.40,16268.00,16.63,20.00,-1.98,-0.0288,-0.0396,0
813.60,16272.00,16.04,20.00,-2.00,-0.0300,-0.0375,0
813.80,16276.00,15.45,20.00,-2.00,-0.0318,-0.0381,0
814.00,16280.00,14.87,20.00,-1.97,-0.0252,-0.0371,0
814.20,16284.00,14.31,20.00,-1.93,-0.0282,-0.0314,0
814.40,16288.00,13.76,20.00,-1.87,-0.0298,-0.0286,0
814.60,16292.00,13.23,20.00,-1.79,-0.0330,-0.0298,0
814.80,16296.00,12.73,20.00,-1.69,-0.0298,-0.0338,0
815.00,16300.00,12.26,20.00,-1.58,-0.0310,-0.0214,0
815.20,16304.00,11.82,20.00,-1.44,-0.0204,-0.0322,0
815.40,16308.00,11.42,20.00,-1.30,-0.0191,-0.0294,0
815.60,16312.00,11.07,20.00,-1.14,-0.0243,-0.0161,0
815.80,16316.00,10.76,20.00,-0.97,-0.0186,-0.0243,0
816.00,16320.00,10.51,20.00,-0.79,-0.0156,-0.0045,0
816.20,16324.00,10.30,20.00,-0.60,-0.0078,0.0006,0
816.40,16328.00,10.14,20.00,-0.41,-0.0083,0.0020,0
816.60,16332.00,10.04,20.00,-0.21,-0.0005,0.0004,0
816.80,16336.00,10.00,20.00,-0.01,0.0004,-0.0092,0
817.00,16340.00,10.01,20.00,0.19,-0.0012,-0.0024,0
817.20,16344.00,10.08,20.00,0.38,0.0022,0.0052,0
817.40,16348.00,10.20,20.00,0.58,0.0085,0.0086,0
817.60,16352.00,10.38,20.00,0.77,0.0114,0.0031,0
817.80,16356.00,10.61,20.00,0.95,0.0149,0.0240,0
818.00,16360.00,10.89,20.00,1.12,0.0232,0.0230,0
818.20,16364.00,11.22,20.00,1.28,0.0201,0.0240,0
818.40,16368.00,11.59,20.00,1.42,0.0227,0.0274,0
818.60,16372.00,12.01,20.00,1.56,0.0234,0.0350,0
818.80,16376.00,12.47,20.00,1.68,0.0245,0.0185,0
819.00,16380.00,12.95,20.00,1.78,0.0290,0.0220,0
819.20,16384.00,13.47,20.00,1.86,0.0331,0.0277,0
819.40,16388.00,14.02,20.00,1.92,0.0275,0.0294,0
819.60,16392.00,14.58,20.00,1.97,0.0310,0.0425,0
819.80,16396.00,15.16,20.00,1.99,0.0308,0.0487,0
820.00,16400.00,15.75,20.00,2.00,0.0323,0.0379,0
820.20,16404.00,16.34,20.00,1.99,0.0312,0.0471,0
820.40,16408.00,16.94,20.00,1.95,0.0297,0.0359,0
820.60,16412.00,17.53,20.00,1.90,0.0271,0.0522,0
820.80,16416.00,18.11,20.00,1.82,0.0172,0.0459,0
821.00,16420.00,18.67,20.00,1.73,0.0220,0.0395,0
821.20,16424.00,19.22,20.00,1.63,0.0153,0.0547,0
821.40,16428.00,19.73,20.00,1.50,0.0093,0.0479,0
821.60,16432.00,20.22,20.00,1.36,0.0102,0.0479,0
821.80,16436.00,20.68,20.00,1.21,-0.0005,0.0440,0
822.00,16440.00,21.09,20.00,1.04,-0.0001,0.0414,0
822.20,16444.00,21.47,20.00,0.87,-0.0007,0.0511,0
822.40,16448.00,21.80,20.00,0.68,-0.0074,0.0408,0
822.60,16452.00,22.08,20.00,0.49,-0.0117,0.0485,0
822.80,16456.00,22.32,20.00,0.30,-0.0116,0.0524,0
823.00,16460.00,22.50,20.00,0.10,-0.0136,0.0556,0
823.20,16464.00,22.63,20.00,-0.10,-0.0168,0.0489,0
823.40,16468.00,22.71,20.00,-0.30,-0.0258,0.0477,0
823.60,16472.00,22.73,20.00,-0.50,-0.0266,0.0439,0
823.80,16476.00,22.70,20.00,-0.69,-0.0235,0.0446,0
824.00,16480.00,22.62,20.00,-0.87,-0.0320,0.0342,0
824.20,16484.00,22.48,20.00,-1.05,-0.0335,0.0427,0
824.40,16488.00,22.29,20.00,-1.21,-0.0285,0.0394,0
824.60,16492.00,22.05,20.00,-1.37,-0.0299,0.0406,0
824.80,16496.00,21.77,20.00,-1.50,-0.0299,0.0357,0
825.00,16500.00,21.44,20.00,-1.63,-0.0313,0.0298,0
825.20,16504.00,21.07,20.00,-1.74,-0.0325,0.0248,0
825.40,16508.00,20.67,20.00,-1.83,-0.0280,0.0300,0
825.60,16512.00,20.23,20.00,-1.90,-0.0270,0.0263,0
825.80,16516.00,19.76,20.00,-1.95,-0.0262,0.0156,0
826.00,16520.00,19.27,20.00,-1.99,-0.0255,0.0156,0
826.20,16524.00,18.76,20.00,-2.00,-0.0186,0.0116,0
826.40,16528.00,18.23,20.00,-1.99,-0.0178,0.0202,0
826.60,16532.00,17.69,20.00,-1.97,-0.0164,0.0129,0
826.80,16536.00,17.15,20.00,-1.92,-0.0069,0.0090,0
827.00,16540.00,16.60,20.00,-1.86,-0.0050,-0.0003,0
827.20,16544.00,16.06,20.00,-1.77,-0.0021,-0.0024,0
827.40,16548.00,15.53,20.00,-1.67,-0.0025,0.0077,0
827.60,16552.00,15.01,20.00,-1.55,0.0037,-0.0016,0
827.80,16556.00,14.51,20.00,-1.42,0.0090,-0.0084,0
828.00,16560.00,14.03,20.00,-1.27,0.0098,-0.0077,0
828.20,16564.00,13.58,20.00,-1.11,0.0108,-0.0191,0
828.40,16568.00,13.16,20.00,-0.94,0.0226,-0.0107,0
828.60,16572.00,12.77,20.00,-0.76,0.0229,-0.0095,0
828.80,16576.00,12.42,20.00,-0.57,0.0221,-0.0202,0
829.00,16580.00,12.11,20.00,-0.38,0.0286,-0.0169,0
829.20,16584.00,11.84,20.00,-0.18,0.0282,-0.0230,0
829.40,16588.00,11.61,20.00,0.02,0.0271,-0.0320,0
829.60,16592.00,11.43,20.00,0.22,0.0342,-0.0355,0
829.80,16596.00,11.30,20.00,0.42,0.0298,-0.0244,0
830.00,16600.00,11.21,20.00,0.61,0.0345,-0.0428,0
830.20,16604.00,11.17,20.00,0.80,0.0312,-0.0316,0
830.40,16608.00,11.18,20.00,0.98,0.0308,-0.0490,0
830.60,16612.00,11.24,20.00,1.15,0.0225,-0.0361,0
830.80,16616.00,11.34,20.00,1.30,0.0250,-0.0519,0
831.00,16620.00,11.49,20.00,1.45,0.0211,-0.0456,0
831.20,16624.00,11.68,20.00,1.58,0.0238,-0.0481,0
831.40,16628.00,11.90,20.00,1.69,0.0194,-0.0419,0
831.60,16632.00,12.17,20.00,1.79,0.0187,-0.0577,0
831.80,16636.00,12.47,20.00,1.87,0.0131,-0.0435,0
832.00,16640.00,12.81,20.00,1.93,0.0097,-0.0492,0
832.20,16644.00,13.17,20.00,1.97,0.0073,-0.0562,0
832.40,16648.00,13.55,20.00,2.00,-0.0012,-0.0496,0
832.60,16652.00,13.96,20.00,2.00,-0.0057,-0.0500,0
832.80,16656.00,14.38,20.00,1.98,-0.0044,-0.0593,0
833.00,16660.00,14.81,20.00,1.94,-0.0078,-0.0508,0
833.20,16664.00,15.26,20.00,1.89,-0.0097,-0.0494,0
833.40,16668.00,15.70,20.00,1.81,-0.0111,-0.0431,0
833.60,16672.00,16.15,20.00,1.72,-0.0169,-0.0498,0
833.80,16676.00,16.59,20.00,1.61,-0.0199,-0.0416,0
834.00,16680.00,17.02,20.00,1.48,-0.0219,-0.0375,0
834.20,16684.00,17.44,20.00,1.34,-0.0226,-0.0400,0
834.40,16688.00,17.84,20.00,1.18,-0.0231,-0.0439,0
834.60,16692.00,18.23,20.00,1.01,-0.0318,-0.0489,0
834.80,16696.00,18.59,20.00,0.84,-0.0325,-0.0390,0
835.00,16700.00,18.92,20.00,0.65,-0.0280,-0.0361,0
835.20,16704.00,19.23,20.00,0.46,-0.0289,-0.0299,0
835.40,16708.00,19.50,20.00,0.26,-0.0312,-0.0343,0
835.60,16712.00,19.75,20.00,0.06,-0.0275,-0.0395,0
835.80,16716.00,19.95,20.00,-0.14,-0.0227,-0.0363,0
836.00,16720.00,20.12,20.00,-0.33,-0.0267,-0.0297,0
836.20,16724.00,20.25,20.00,-0.53,-0.0207,-0.0289,0
836.40,16728.00,20.35,20.00,-0.72,-0.0185,-0.0259,0
836.60,16732.00,20.40,20.00,-0.90,-0.0199,-0.0186,0
836.80,16736.00,20.42,20.00,-1.08,-0.0205,-0.0206,0
837.00,16740.00,20.40,20.00,-1.24,-0.0114,-0.0083,0
837.20,16744.00,20.34,20.00,-1.39,-0.0131,-0.0124,0
837.40,16748.00,20.25,20.00,-1.53,-0.0071,-0.0024,0
837.60,16752.00,20.13,20.00,-1.65,-0.0054,-0.0041,0
837.80,16756.00,19.97,20.00,-1.75,-0.0025,0.0077,0
838.00,16760.00,19.78,20.00,-1.84,0.0028,0.0054,0
838.20,16764.00,19.56,20.00,-1.91,0.0117,-0.0025,0
838.40,16768.00,19.32,20.00,-1.96,0.0108,0.0123,0
838.60,16772.00,19.06,20.00,-1.99,0.0103,0.0181,0
838.80,16776.00,18.78,20.00,-2.00,0.0186,0.0125,0
839.00,16780.00,18.49,20.00,-1.99,0.0190,0.0258,0
839.20,16784.00,18.18,20.00,-1.96,0.0272,0.0287,0
839.40,16788.00,17.86,20.00,-1.91,0.0241,0.0176,0
839.60,16792.00,17.54,20.00,-1.84,0.0311,0.0342,0
839.80,16796.00,17.22,20.00,-1.76,0.0302,0.0280,0
840.00,16800.00,16.90,20.00,-1.65,0.0315,0.0314,0
840.20,16804.00,16.58,20.00,-1.53,0.0267,0.0237,0
840.40,16808.00,16.27,20.00,-1.40,0.0327,0.0365,0
840.60,16812.00,15.98,20.00,-1.25,0.0315,0.0288,0
840.80,16816.00,15.69,20.00,-1.09,0.0331,0.0468,0
841.00,16820.00,15.43,20.00,-0.91,0.0301,0.0344,0
841.20,16824.00,15.18,20.00,-0.73,0.0231,0.0510,0
841.40,16828.00,14.95,20.00,-0.54,0.0198,0.0520,0
841.60,16832.00,14.75,20.00,-0.35,0.0219,0.0485,0
841.80,16836.00,14.57,20.00,-0.15,0.0227,0.0421,0
842.00,16840.00,14.42,20.00,0.05,0.0133,0.0379,0
842.20,16844.00,14.30,20.00,0.25,0.0178,0.0533,0
842.40,16848.00,14.21,20.00,0.45,0.0097,0.0460,0
842.60,16852.00,14.14,20.00,0.64,0.0079,0.0474,0
842.80,16856.00,14.10,20.00,0.83,-0.0003,0.0597,0
843.00,16860.00,14.10,20.00,1.01,-0.0017,0.0463,0
843.20,16864.00,14.12,20.00,1.17,-0.0002,0.0589,0
843.40,16868.00,14.16,20.00,1.33,-0.0051,0.0578,0
843.60,16872.00,14.24,20.00,1.47,-0.0092,0.0454,0
843.80,16876.00,14.34,20.00,1.60,-0.0151,0.0527,0
844.00,16880.00,14.46,20.00,1.71,-0.0166,0.0496,0
844.20,16884.00,14.60,20.00,1.81,-0.0211,0.0522,0
844.40,16888.00,14.76,20.00,1.88,-0.0198,0.0538,0
844.60,16892.00,14.94,20.00,1.94,-0.0250,0.0444,0
844.80,16896.00,15.13,20.00,1.98,-0.0306,0.0408,0
845.00,16900.00,15.34,20.00,2.00,-0.0330,0.0326,0
845.20,16904.00,15.55,20.00,2.00,-0.0331,0.0399,0
845.40,16908.00,15.77,20.00,1.98,-0.0274,0.0401,0
845.60,16912.00,15.99,20.00,1.93,-0.0300,0.0270,0
845.80,16916.00,16.21,20.00,1.87,-0.0277,0.0328,0
846.00,16920.00,16.43,20.00,1.80,-0.0245,0.0355,0
846.20,16924.00,16.64,20.00,1.70,-0.0321,0.0367,0
846.40,16928.00,16.85,20.00,1.59,-0.0297,0.0356,0
846.60,16932.00,17.04,20.00,1.46,-0.0263,0.0253,0
846.80,16936.00,17.23,20.00,1.31,-0.0188,0.0235,0
847.00,16940.00,17.39,20.00,1.15,-0.0202,0.0101,0
847.20,16944.00,17.55,20.00,0.99,-0.0162,0.0202,0
847.40,16948.00,17.68,20.00,0.81,-0.0139,0.0173,0
847.60,16952.00,17.79,20.00,0.62,-0.0147,0.0160,0
847.80,16956.00,17.88,20.00,0.43,-0.0042,0.0011,0
848.00,16960.00,17.95,20.00,0.23,-0.0013,0.0132,0
848.20,16964.00,17.99,20.00,0.03,0.0007,0.0038,0
848.40,16968.00,18.01,20.00,-0.17,0.0079,-0.0087,0
848.60,16972.00,18.00,20.00,-0.37,0.0089,-0.0083,0
848.80,16976.00,17.98,20.00,-0.56,0.0107,-0.0178,0
849.00,16980.00,17.92,20.00,-0.75,0.0156,-0.0146,0
849.20,16984.00,17.85,20.00,-0.93,0.0126,-0.0219,0
849.40,16988.00,17.75,20.00,-1.10,0.0146,-0.0173,0
849.60,16992.00,17.64,20.00,-1.27,0.0256,-0.0256,0
849.80,16996.00,17.50,20.00,-1.41,0.0274,-0.0194,0
850.00,17000.00,17.35,20.00,-1.55,0.0261,-0.0345,0
850.20,17004.00,17.18,20.00,-1.67,0.0278,-0.0323,0
850.40,17008.00,17.00,20.00,-1.77,0.0297,-0.0260,0
850.60,17012.00,16.81,20.00,-1.85,0.0264,-0.0361,0
850.80,17016.00,16.61,20.00,-1.92,0.0264,-0.0445,0
851.00,17020.00,16.40,20.00,-1.97,0.0329,-0.0354,0
851.20,17024.00,16.20,20.00,-1.99,0.0322,-0.0292,0
851.40,17028.00,15.99,20.00,-2.00,0.0247,-0.0357,0
851.60,17032.00,15.78,20.00,-1.99,0.0298,-0.0362,0
851.80,17036.00,15.58,20.00,-1.95,0.0226,-0.0356,0
852.00,17040.00,15.39,20.00,-1.90,0.0209,-0.0416,0
852.20,17044.00,15.21,20.00,-1.83,0.0246,-0.0539,0
852.40,17048.00,15.05,20.00,-1.74,0.0139,-0.0492,0
852.60,17052.00,14.89,20.00,-1.63,0.0114,-0.0418,0
852.80,17056.00,14.76,20.00,-1.51,0.0149,-0.0554,0
853.00,17060.00,14.65,20.00,-1.37,0.0061,-0.0455,0
853.20,17064.00,14.56,20.00,-1.22,0.0083,-0.0402,0
853.40,17068.00,14.49,20.00,-1.06,0.0014,-0.0444,0
853.60,17072.00,14.44,20.00,-0.88,-0.0055,-0.0426,0
853.80,17076.00,14.43,20.00,-0.70,-0.0016,-0.0427,0
854.00,17080.00,14.43,20.00,-0.51,-0.0083,-0.0464,0
854.20,17084.00,14.47,20.00,-0.31,-0.0170,-0.0397,0
854.40,17088.00,14.53,20.00,-0.11,-0.0206,-0.0493,0
854.60,17092.00,14.62,20.00,0.09,-0.0181,-0.0408,0
854.80,17096.00,14.74,20.00,0.29,-0.0212,-0.0361,0
855.00,17100.00,14.88,20.00,0.48,-0.0208,-0.0435,0
855.20,17104.00,15.04,20.00,0.67,-0.0291,-0.0499,0
855.40,17108.00,15.23,20.00,0.86,-0.0318,-0.0344,0
855.60,17112.00,15.44,20.00,1.03,-0.0262,-0.0470,0
855.80,17116.00,15.67,20.00,1.20,-0.0262,-0.0381,0
856.00,17120.00,15.92,20.00,1.35,-0.0310,-0.0426,0
856.20,17124.00,16.18,20.00,1.49,-0.0344,-0.0308,0
856.40,17128.00,16.45,20.00,1.62,-0.0324,-0.0415,0
856.60,17132.00,16.74,20.00,1.73,-0.0326,-0.0346,0
856.80,17136.00,17.03,20.00,1.82,-0.0227,-0.0259,0
857.00,17140.00,17.32,20.00,1.89,-0.0285,-0.0265,0
857.20,17144.00,17.61,20.00,1.95,-0.0216,-0.0309,0
857.40,17148.00,17.90,20.00,1.98,-0.0203,-0.0258,0
857.60,17152.00,18.18,20.00,2.00,-0.0224,-0.0209,0
857.80,17156.00,18.46,20.00,1.99,-0.0189,-0.0055,0
858.00,17160.00,18.72,20.00,1.97,-0.0161,-0.0134,0
858.20,17164.00,18.96,20.00,1.93,-0.0070,-0.0126,0
858.40,17168.00,19.19,20.00,1.86,-0.0037,-0.0078,0
858.60,17172.00,19.39,20.00,1.78,0.0025,-0.0036,0
858.80,17176.00,19.57,20.00,1.68,-0.0028,-0.0031,0
859.00,17180.00,19.72,20.00,1.56,0.0045,0.0046,0
859.20,17184.00,19.84,20.00,1.43,0.0066,0.0150,0
859.40,17188.00,19.94,20.00,1.29,0.0129,0.0006,0
859.60,17192.00,20.00,20.00,1.13,0.0114,0.0218,0
859.80,17196.00,20.02,20.00,0.96,0.0211,0.0178,0
860.00,17200.00,20.01,20.00,0.78,0.0207,0.0261,0
860.20,17204.00,19.97,20.00,0.59,0.0204,0.0278,0
860.40,17208.00,19.89,20.00,0.39,0.0282,0.0194,0
860.60,17212.00,19.77,20.00,0.20,0.0290,0.0205,0
860.80,17216.00,19.62,20.00,-0.00,0.0255,0.0295,0
861.00,17220.00,19.44,20.00,-0.20,0.0270,0.0327,0
861.20,17224.00,19.22,20.00,-0.40,0.0288,0.0266,0
861.40,17228.00,18.97,20.00,-0.59,0.0284,0.0436,0
861.60,17232.00,18.69,20.00,-0.78,0.0257,0.0316,0
861.80,17236.00,18.38,20.00,-0.96,0.0243,0.0323,0
862.00,17240.00,18.05,20.00,-1.13,0.0253,0.0494,0
862.20,17244.00,17.69,20.00,-1.29,0.0237,0.0453,0
862.40,17248.00,17.32,20.00,-1.44,0.0273,0.0354,0
862.60,17252.00,16.93,20.00,-1.57,0.0263,0.0429,0
862.80,17256.00,16.53,20.00,-1.68,0.0193,0.0412,0
863.00,17260.00,16.12,20.00,-1.78,0.0206,0.0460,0
863.20,17264.00,15.70,20.00,-1.87,0.0089,0.0515,0
863.40,17268.00,15.29,20.00,-1.93,0.0065,0.0536,0
863.60,17272.00,14.88,20.00,-1.97,0.0011,0.0469,0
863.80,17276.00,14.47,20.00,-2.00,0.0045,0.0494,0
864.00,17280.00,14.08,20.00,-2.00,0.0013,0.0489,0
864.20,17284.00,13.70,20.00,-1.98,-0.0053,0.0511,0
864.40,17288.00,13.34,20.00,-1.95,-0.0115,0.0462,0
864.60,17292.00,13.00,20.00,-1.89,-0.0130,0.0446,0
864.80,17296.00,12.69,20.00,-1.82,-0.0168,0.0524,0
865.00,17300.00,12.41,20.00,-1.72,-0.0133,0.0384,0
865.20,17304.00,12.16,20.00,-1.61,-0.0194,0.0455,0
865.40,17308.00,11.95,20.00,-1.49,-0.0238,0.0469,0
865.60,17312.00,11.77,20.00,-1.35,-0.0286,0.0381,0
865.80,17316.00,11.64,20.00,-1.19,-0.0297,0.0383,0
866.00,17320.00,11.55,20.00,-1.03,-0.0263,0.0329,0
866.20,17324.00,11.50,20.00,-0.85,-0.0248,0.0471,0
866.40,17328.00,11.50,20.00,-0.67,-0.0316,0.0335,0
866.60,17332.00,11.54,20.00,-0.47,-0.0346,0.0390,0
866.80,17336.00,11.62,20.00,-0.28,-0.0319,0.0309,0
867.00,17340.00,11.76,20.00,-0.08,-0.0291,0.0299,0
867.20,17344.00,11.93,20.00,0.12,-0.0266,0.0360,0
867.40,17348.00,12.15,20.00,0.32,-0.0254,0.0286,0
867.60,17352.00,12.42,20.00,0.51,-0.0247,0.0181,0
867.80,17356.00,12.72,20.00,0.70,-0.0181,0.0239,0
868.00,17360.00,13.06,20.00,0.89,-0.0209,0.0172,0
868.20,17364.00,13.44,20.00,1.06,-0.0139,0.0075,0
868.40,17368.00,13.84,20.00,1.23,-0.0130,0.0108,0
868.60,17372.00,14.28,20.00,1.38,-0.0103,0.0182,0
868.80,17376.00,14.74,20.00,1.52,-0.0086,0.0015,0
869.00,17380.00,15.23,20.00,1.64,-0.0064,0.0116,0
869.20,17384.00,15.73,20.00,1.74,-0.0020,0.0011,0
869.40,17388.00,16.24,20.00,1.83,0.0062,-0.0036,0
869.60,17392.00,16.76,20.00,1.90,0.0036,-0.0088,0
869.80,17396.00,17.28,20.00,1.96,0.0097,-0.0062,0
870.00,17400.00,17.80,20.00,1.99,0.0186,-0.0206,0
870.20,17404.00,18.32,20.00,2.00,0.0127,-0.0233,0
870.40,17408.00,18.83,20.00,1.99,0.0211,-0.0135,0
870.60,17412.00,19.32,20.00,1.96,0.0228,-0.0132,0
870.80,17416.00,19.79,20.00,1.92,0.0284,-0.0135,0
871.00,17420.00,20.23,20.00,1.85,0.0256,-0.0299,0
871.20,17424.00,20.65,20.00,1.77,0.0255,-0.0385,0
871.40,17428.00,21.03,20.00,1.66,0.0307,-0.0254,0
871.60,17432.00,21.38,20.00,1.54,0.0313,-0.0335,0
871.80,17436.00,21.69,20.00,1.41,0.0254,-0.0411,0
872.00,17440.00,21.96,20.00,1.26,0.0275,-0.0406,0
872.20,17444.00,22.17,20.00,1.10,0.0276,-0.0488,0
872.40,17448.00,22.35,20.00,0.93,0.0327,-0.0395,0
872.60,17452.00,22.47,20.00,0.74,0.0288,-0.0431,0
872.80,17456.00,22.54,20.00,0.56,0.0240,-0.0432,0
873.00,17460.00,22.56,20.00,0.36,0.0251,-0.0470,0
873.20,17464.00,22.52,20.00,0.16,0.0219,-0.0520,0
873.40,17468.00,22.43,20.00,-0.04,0.0143,-0.0394,0
873.60,17472.00,22.29,20.00,-0.24,0.0102,-0.0577,0
873.80,17476.00,22.10,20.00,-0.43,0.0136,-0.0499,0
874.00,17480.00,21.86,20.00,-0.63,0.0071,-0.0577,0
874.20,17484.00,21.57,20.00,-0.81,0.0018,-0.0572,0
874.40,17488.00,21.24,20.00,-0.99,-0.0047,-0.0497,0
874.60,17492.00,20.86,20.00,-1.16,-0.0009,-0.0457,0
874.80,17496.00,20.44,20.00,-1.32,-0.0028,-0.0486,0
875.00,17500.00,19.98,20.00,-1.46,-0.0070,-0.0551,0
875.20,17504.00,19.50,20.00,-1.59,-0.0163,-0.0462,0
875.40,17508.00,18.98,20.00,-1.70,-0.0171,-0.0430,0
875.60,17512.00,18.44,20.00,-1.80,-0.0154,-0.0429,0
875.80,17516.00,17.88,20.00,-1.88,-0.0240,-0.0384,0
876.00,17520.00,17.31,20.00,-1.94,-0.0235,-0.0461,0
876.20,17524.00,16.72,20.00,-1.98,-0.0266,-0.0333,0
876.40,17528.00,16.13,20.00,-2.00,-0.0231,-0.0411,0
876.60,17532.00,15.55,20.00,-2.00,-0.0327,-0.0363,0
876.80,17536.00,14.97,20.00,-1.98,-0.0275,-0.0431,0
877.00,17540.00,14.40,20.00,-1.94,-0.0279,-0.0317,0
877.20,17544.00,13.84,20.00,-1.88,-0.0299,-0.0421,0
877.40,17548.00,13.31,20.00,-1.80,-0.0260,-0.0351,0
877.60,17552.00,12.80,20.00,-1.71,-0.0278,-0.0281,0
877.80,17556.00,12.33,20.00,-1.59,-0.0238,-0.0236,0
878.00,17560.00,11.89,20.00,-1.47,-0.0211,-0.0249,0
878.20,17564.00,11.48,20.00,-1.32,-0.0200,-0.0172,0
878.40,17568.00,11.12,20.00,-1.17,-0.0154,-0.0111,0
878.60,17572.00,10.81,20.00,-1.00,-0.0202,-0.0064,0
878.80,17576.00,10.54,20.00,-0.82,-0.0116,-0.0029,0
879.00,17580.00,10.33,20.00,-0.63,-0.0147,-0.0114,0
879.20,17584.00,10.17,20.00,-0.44,-0.0081,-0.0045,0
